movie_id,title,genre,director,year,duration_min,avg_rating,user_id,user_rating
2476,Movie 2476,Thriller,Director 314,1982,129,3.7,176,1.5
2477,Movie 2477,Thriller,Director 332,2014,88,3.3,540,3.0
2478,Movie 2478,Romance,Director 150,2012,139,3.4,406,3.1
2479,Movie 2479,Horror,Director 454,2000,151,2.2,467,1.8
2480,Movie 2480,Drama,Director 36,2010,146,2.1,880,4.7
2481,Movie 2481,Sci-Fi,Director 173,2013,132,4.1,129,1.9
2482,Movie 2482,Horror,Director 420,2011,161,2.0,223,2.6
2483,Movie 2483,Comedy,Director 22,2014,178,2.8,884,1.6
2484,Movie 2484,Romance,Director 206,1994,96,3.8,244,3.1
2485,Movie 2485,Comedy,Director 127,2011,179,1.3,426,2.2
2486,Movie 2486,Action,Director 336,1985,132,3.4,354,3.0
2487,Movie 2487,Thriller,Director 445,2024,107,3.4,750,1.9
2488,Movie 2488,Sci-Fi,Director 356,2000,142,3.7,744,1.2
2489,Movie 2489,Horror,Director 440,2012,94,2.5,326,4.1
2490,Movie 2490,Comedy,Director 217,2011,98,2.8,604,3.6
2491,Movie 2491,Sci-Fi,Director 96,1998,165,2.3,3,2.4
2492,Movie 2492,Action,Director 417,2012,149,4.2,479,1.2
2493,Movie 2493,Thriller,Director 429,2007,126,1.5,976,4.5
2494,Movie 2494,Drama,Director 164,2010,150,4.9,81,1.7
2495,Movie 2495,Romance,Director 148,2000,127,3.5,44,4.7
2496,Movie 2496,Sci-Fi,Director 18,2013,152,4.5,155,2.9
2497,Movie 2497,Sci-Fi,Director 294,1994,99,2.7,947,2.4
2498,Movie 2498,Drama,Director 195,1993,116,2.3,536,4.0
2499,Movie 2499,Sci-Fi,Director 151,1998,154,4.6,916,4.5
2500,Movie 2500,Action,Director 480,2022,81,1.4,928,2.5
2501,Movie 2501,Action,Director 365,1994,143,1.5,99,2.6
2502,Movie 2502,Drama,Director 123,1985,165,2.2,397,2.7
2503,Movie 2503,Romance,Director 400,1988,115,4.8,880,4.7
2504,Movie 2504,Horror,Director 187,2016,84,3.5,171,3.8
2505,Movie 2505,Comedy,Director 453,1999,143,3.2,148,2.0
2506,Movie 2506,Horror,Director 452,2013,86,3.8,123,1.7
2507,Movie 2507,Sci-Fi,Director 149,2017,149,2.7,112,1.9
2508,Movie 2508,Comedy,Director 104,2005,101,4.0,130,2.1
2509,Movie 2509,Drama,Director 243,1997,153,2.6,68,1.9
2510,Movie 2510,Drama,Director 462,2007,125,4.3,859,3.6
2511,Movie 2511,Romance,Director 231,1988,119,2.1,828,1.5
2512,Movie 2512,Comedy,Director 479,2011,140,2.1,729,2.5
2513,Movie 2513,Action,Director 206,1985,125,3.1,900,3.5
2514,Movie 2514,Comedy,Director 198,1993,163,2.7,892,2.2
2515,Movie 2515,Sci-Fi,Director 396,2007,107,3.6,608,1.3
2516,Movie 2516,Action,Director 400,2003,166,2.5,657,1.3
2517,Movie 2517,Thriller,Director 337,1992,114,1.9,897,1.5
2518,Movie 2518,Thriller,Director 493,2022,80,2.9,545,4.3
2519,Movie 2519,Thriller,Director 87,1991,108,3.2,286,3.6
2520,Movie 2520,Drama,Director 142,1998,88,1.6,5,1.3
2521,Movie 2521,Comedy,Director 317,2000,88,3.2,118,2.6
2522,Movie 2522,Thriller,Director 199,2006,101,2.3,652,2.1
2523,Movie 2523,Horror,Director 46,1998,142,2.6,230,3.3
2524,Movie 2524,Romance,Director 288,2003,145,2.1,160,3.1
2525,Movie 2525,Horror,Director 15,2005,159,4.7,294,2.9
2526,Movie 2526,Thriller,Director 44,2024,137,3.7,761,2.3
2527,Movie 2527,Romance,Director 401,2007,149,2.0,785,1.6
2528,Movie 2528,Sci-Fi,Director 169,1997,134,3.6,186,4.0
2529,Movie 2529,Horror,Director 310,2023,92,4.4,877,4.5
2530,Movie 2530,Comedy,Director 495,2015,176,2.6,552,4.8
2531,Movie 2531,Comedy,Director 44,2021,98,4.3,224,1.2
2532,Movie 2532,Horror,Director 98,2008,158,1.6,152,4.0
2533,Movie 2533,Thriller,Director 261,1996,112,4.3,140,3.9
2534,Movie 2534,Comedy,Director 109,1983,153,3.2,367,4.8
2535,Movie 2535,Sci-Fi,Director 283,2023,144,1.9,128,2.0
2536,Movie 2536,Action,Director 372,2024,139,2.6,351,4.0
2537,Movie 2537,Thriller,Director 343,2008,91,5.0,147,1.2
2538,Movie 2538,Sci-Fi,Director 104,1983,122,4.1,285,3.5
2539,Movie 2539,Romance,Director 256,1989,172,3.3,469,2.4
2540,Movie 2540,Sci-Fi,Director 379,2004,96,1.5,218,4.1
2541,Movie 2541,Thriller,Director 206,2010,147,2.7,436,4.5
2542,Movie 2542,Romance,Director 335,1982,108,2.1,732,2.5
2543,Movie 2543,Thriller,Director 43,1981,134,1.3,145,3.1
2544,Movie 2544,Comedy,Director 353,2004,86,3.2,841,1.5
2545,Movie 2545,Action,Director 245,1985,123,4.6,277,2.7
2546,Movie 2546,Thriller,Director 287,2005,156,3.7,754,2.4
2547,Movie 2547,Thriller,Director 355,1987,84,2.0,60,1.7
2548,Movie 2548,Comedy,Director 273,2014,139,3.3,610,4.6
2549,Movie 2549,Drama,Director 476,2006,85,4.8,843,1.6
2550,Movie 2550,Comedy,Director 83,2004,177,3.9,375,3.5
2551,Movie 2551,Romance,Director 110,1997,86,3.8,404,4.6
2552,Movie 2552,Comedy,Director 438,1980,125,4.9,881,4.6
2553,Movie 2553,Comedy,Director 190,2018,136,4.2,693,4.2
2554,Movie 2554,Action,Director 471,1982,133,1.5,114,1.7
2555,Movie 2555,Comedy,Director 288,1983,171,2.4,495,4.3
2556,Movie 2556,Thriller,Director 424,2020,125,4.9,615,2.1
2557,Movie 2557,Action,Director 397,2016,89,3.0,336,4.7
2558,Movie 2558,Horror,Director 251,1994,83,1.4,831,3.8
2559,Movie 2559,Drama,Director 212,1987,146,2.8,569,4.1
2560,Movie 2560,Action,Director 291,2017,104,3.8,285,1.3
2561,Movie 2561,Romance,Director 133,1998,166,5.0,129,3.3
2562,Movie 2562,Horror,Director 201,2005,170,2.3,892,4.3
2563,Movie 2563,Action,Director 285,2018,157,3.1,978,4.4
2564,Movie 2564,Action,Director 326,1989,140,4.5,315,1.1
2565,Movie 2565,Drama,Director 409,2017,117,2.4,960,4.8
2566,Movie 2566,Thriller,Director 95,1993,111,1.4,598,1.2
2567,Movie 2567,Romance,Director 278,2020,102,4.8,712,3.5
2568,Movie 2568,Sci-Fi,Director 450,1998,116,3.0,71,3.8
2569,Movie 2569,Sci-Fi,Director 429,2009,82,3.0,345,1.4
2570,Movie 2570,Action,Director 325,1984,178,3.5,990,1.2
2571,Movie 2571,Comedy,Director 219,2010,92,1.0,98,4.1
2572,Movie 2572,Romance,Director 89,1986,113,4.7,300,2.5
2573,Movie 2573,Horror,Director 72,1998,167,2.4,176,1.4
2574,Movie 2574,Comedy,Director 247,2010,144,2.6,745,4.1
2575,Movie 2575,Comedy,Director 129,2018,155,1.7,884,4.4
2576,Movie 2576,Romance,Director 212,2003,87,2.5,75,3.3
2577,Movie 2577,Thriller,Director 428,2013,162,4.2,143,1.6
2578,Movie 2578,Action,Director 343,2002,88,4.2,931,1.1
2579,Movie 2579,Action,Director 96,2024,107,4.7,23,3.8
2580,Movie 2580,Action,Director 75,2019,157,2.6,181,3.2
2581,Movie 2581,Action,Director 423,1985,170,3.8,45,3.6
2582,Movie 2582,Sci-Fi,Director 495,2017,97,3.0,469,4.3
2583,Movie 2583,Action,Director 54,2020,121,4.2,92,2.7
2584,Movie 2584,Sci-Fi,Director 344,2015,120,3.9,269,1.5
2585,Movie 2585,Sci-Fi,Director 459,2006,149,2.5,34,4.8
2586,Movie 2586,Thriller,Director 413,1990,112,2.3,678,3.2
2587,Movie 2587,Action,Director 54,1984,168,2.0,582,3.5
2588,Movie 2588,Drama,Director 218,1996,156,3.3,364,4.7
2589,Movie 2589,Horror,Director 16,1986,133,4.9,708,4.7
2590,Movie 2590,Comedy,Director 99,2006,166,1.8,133,3.3
2591,Movie 2591,Sci-Fi,Director 20,1994,115,1.4,759,2.2
2592,Movie 2592,Romance,Director 46,1992,176,1.5,382,5.0
2593,Movie 2593,Romance,Director 451,1990,164,4.1,680,3.7
2594,Movie 2594,Horror,Director 193,2024,177,2.4,966,2.6
2595,Movie 2595,Romance,Director 383,2005,135,1.9,277,3.2
2596,Movie 2596,Drama,Director 58,2001,179,2.4,156,2.7
2597,Movie 2597,Romance,Director 437,2007,96,3.6,387,4.6
2598,Movie 2598,Comedy,Director 111,2003,89,3.2,535,2.9
2599,Movie 2599,Comedy,Director 129,2008,166,4.0,200,4.3
2600,Movie 2600,Sci-Fi,Director 337,1988,123,2.4,275,4.4
2601,Movie 2601,Action,Director 194,2021,81,2.8,501,4.3
2602,Movie 2602,Thriller,Director 413,1983,178,1.4,459,3.9
2603,Movie 2603,Drama,Director 340,1997,93,1.3,50,4.4
2604,Movie 2604,Sci-Fi,Director 326,2022,120,2.8,970,2.5
2605,Movie 2605,Drama,Director 8,1995,81,2.2,698,1.5
2606,Movie 2606,Action,Director 29,2012,98,3.5,988,4.4
2607,Movie 2607,Romance,Director 112,2008,159,1.2,532,3.0
2608,Movie 2608,Romance,Director 435,2018,168,1.5,628,1.5
2609,Movie 2609,Thriller,Director 161,1989,80,4.5,92,1.5
2610,Movie 2610,Action,Director 131,1988,81,3.3,861,1.6
2611,Movie 2611,Sci-Fi,Director 188,2010,106,3.8,456,4.0
2612,Movie 2612,Thriller,Director 163,2007,81,4.4,339,3.8
2613,Movie 2613,Action,Director 197,1982,173,2.9,53,1.8
2614,Movie 2614,Horror,Director 475,1993,130,4.0,496,4.4
2615,Movie 2615,Comedy,Director 364,2004,89,3.1,635,2.1
2616,Movie 2616,Thriller,Director 204,1994,98,1.9,853,4.2
2617,Movie 2617,Thriller,Director 212,1981,159,2.4,850,3.0
2618,Movie 2618,Sci-Fi,Director 109,2003,92,3.0,777,3.9
2619,Movie 2619,Drama,Director 276,1993,127,2.3,4,2.5
2620,Movie 2620,Horror,Director 73,1986,135,2.3,681,2.4
2621,Movie 2621,Sci-Fi,Director 167,2015,151,2.3,281,4.4
2622,Movie 2622,Action,Director 260,2003,135,1.5,290,1.1
2623,Movie 2623,Action,Director 243,2006,129,1.3,73,4.9
2624,Movie 2624,Action,Director 275,2016,174,1.2,137,3.6
2625,Movie 2625,Action,Director 102,2017,124,1.4,850,2.7
2626,Movie 2626,Drama,Director 475,2009,168,2.4,768,3.5
2627,Movie 2627,Horror,Director 173,2006,138,3.4,971,1.5
2628,Movie 2628,Romance,Director 171,2018,118,1.8,653,3.1
2629,Movie 2629,Comedy,Director 141,1994,100,4.6,998,4.9
2630,Movie 2630,Drama,Director 397,2005,134,4.2,393,1.9
2631,Movie 2631,Drama,Director 188,1980,136,3.1,208,3.9
2632,Movie 2632,Romance,Director 441,1983,120,3.9,260,2.7
2633,Movie 2633,Romance,Director 86,2008,172,2.5,930,3.6
2634,Movie 2634,Comedy,Director 476,1980,149,1.1,263,1.8
2635,Movie 2635,Comedy,Director 52,2022,161,4.6,783,2.9
2636,Movie 2636,Romance,Director 111,2001,128,1.5,505,4.9
2637,Movie 2637,Action,Director 437,1990,123,4.8,550,1.8
2638,Movie 2638,Drama,Director 365,1989,114,3.3,203,3.5
2639,Movie 2639,Sci-Fi,Director 342,1996,170,2.2,736,3.3
2640,Movie 2640,Comedy,Director 43,2015,84,3.0,347,3.3
2641,Movie 2641,Comedy,Director 211,2005,150,3.0,990,3.5
2642,Movie 2642,Romance,Director 456,2000,153,1.1,52,3.0
2643,Movie 2643,Horror,Director 200,1992,153,2.4,593,1.1
2644,Movie 2644,Sci-Fi,Director 298,1988,130,4.0,356,4.6
2645,Movie 2645,Sci-Fi,Director 346,1990,136,3.0,723,4.3
2646,Movie 2646,Comedy,Director 240,1990,137,2.0,519,1.7
2647,Movie 2647,Action,Director 115,1985,171,2.3,363,2.7
2648,Movie 2648,Horror,Director 26,1980,115,4.5,45,4.1
2649,Movie 2649,Sci-Fi,Director 407,1985,89,3.1,827,4.9
2650,Movie 2650,Comedy,Director 299,1992,129,3.1,378,4.8
2651,Movie 2651,Sci-Fi,Director 77,2001,178,4.8,789,4.6
2652,Movie 2652,Thriller,Director 412,2010,178,2.3,412,1.6
2653,Movie 2653,Horror,Director 137,2001,116,2.9,771,4.7
2654,Movie 2654,Horror,Director 20,2016,99,4.2,142,4.5
2655,Movie 2655,Thriller,Director 440,2006,92,4.0,258,2.5
2656,Movie 2656,Drama,Director 211,1993,154,2.1,797,2.6
2657,Movie 2657,Thriller,Director 240,1984,98,1.6,914,2.8
2658,Movie 2658,Romance,Director 39,2015,171,3.8,37,3.6
2659,Movie 2659,Romance,Director 435,2011,135,2.0,941,2.0
2660,Movie 2660,Comedy,Director 268,2013,124,4.7,45,1.1
2661,Movie 2661,Horror,Director 207,1986,139,1.5,920,1.6
2662,Movie 2662,Drama,Director 479,2021,147,2.3,632,2.8
2663,Movie 2663,Drama,Director 439,1989,136,1.2,46,2.1
2664,Movie 2664,Sci-Fi,Director 462,1996,133,3.8,652,4.1
2665,Movie 2665,Sci-Fi,Director 267,2009,116,4.6,565,1.4
2666,Movie 2666,Thriller,Director 154,2000,162,3.5,301,4.7
2667,Movie 2667,Drama,Director 42,1992,116,4.8,288,4.6
2668,Movie 2668,Thriller,Director 411,1980,93,1.5,786,4.6
2669,Movie 2669,Thriller,Director 11,1980,174,1.4,269,4.0
2670,Movie 2670,Sci-Fi,Director 294,2012,171,4.4,900,1.4
2671,Movie 2671,Horror,Director 98,2017,179,4.4,791,2.8
2672,Movie 2672,Thriller,Director 427,2004,123,4.3,62,1.5
2673,Movie 2673,Action,Director 275,2005,162,4.2,566,5.0
2674,Movie 2674,Horror,Director 448,1992,121,2.4,970,2.3
2675,Movie 2675,Drama,Director 390,2007,80,1.9,951,3.3
2676,Movie 2676,Drama,Director 430,2012,102,4.7,581,4.1
2677,Movie 2677,Thriller,Director 372,2016,143,2.2,242,4.7
2678,Movie 2678,Horror,Director 230,2020,107,2.6,936,4.0
2679,Movie 2679,Sci-Fi,Director 369,2009,83,3.8,782,3.7
2680,Movie 2680,Sci-Fi,Director 426,1987,120,2.2,764,2.9
2681,Movie 2681,Romance,Director 220,1980,139,4.3,354,3.4
2682,Movie 2682,Drama,Director 65,1991,97,1.3,796,1.4
2683,Movie 2683,Comedy,Director 355,1984,142,4.2,968,4.5
2684,Movie 2684,Romance,Director 232,2003,140,3.4,976,3.2
2685,Movie 2685,Sci-Fi,Director 328,1985,128,3.3,863,1.2
2686,Movie 2686,Horror,Director 443,2004,126,2.8,71,4.7
2687,Movie 2687,Sci-Fi,Director 52,1980,118,2.1,835,3.0
2688,Movie 2688,Horror,Director 374,2004,168,2.9,413,4.5
2689,Movie 2689,Romance,Director 431,1980,161,2.8,612,4.4
2690,Movie 2690,Drama,Director 376,2011,85,3.3,61,4.3
2691,Movie 2691,Sci-Fi,Director 263,2021,162,2.1,615,1.2
2692,Movie 2692,Thriller,Director 267,2021,132,1.3,452,2.0
2693,Movie 2693,Horror,Director 359,1982,155,1.6,393,4.5
2694,Movie 2694,Drama,Director 317,1998,104,3.8,631,4.6
2695,Movie 2695,Comedy,Director 324,2022,178,1.1,529,2.8
2696,Movie 2696,Horror,Director 409,2008,144,4.4,305,2.8
2697,Movie 2697,Romance,Director 396,1981,84,3.8,191,1.7
2698,Movie 2698,Comedy,Director 154,1988,144,4.1,724,4.9
2699,Movie 2699,Comedy,Director 358,1996,87,4.3,78,1.9
2700,Movie 2700,Action,Director 366,2015,118,1.5,558,1.8
2701,Movie 2701,Sci-Fi,Director 140,1996,122,4.3,605,3.6
2702,Movie 2702,Horror,Director 427,1991,161,3.0,889,2.0
2703,Movie 2703,Comedy,Director 51,1999,152,4.5,525,4.8
2704,Movie 2704,Action,Director 117,1982,84,4.5,740,1.0
2705,Movie 2705,Romance,Director 421,2022,83,1.1,301,1.0
2706,Movie 2706,Drama,Director 46,1983,172,2.5,949,3.0
2707,Movie 2707,Thriller,Director 309,1996,80,3.1,17,3.0
2708,Movie 2708,Thriller,Director 88,2016,173,3.7,815,1.7
2709,Movie 2709,Horror,Director 208,2021,135,2.1,574,3.0
2710,Movie 2710,Comedy,Director 377,1994,124,2.0,434,2.6
2711,Movie 2711,Thriller,Director 269,2012,144,2.5,43,4.6
2712,Movie 2712,Sci-Fi,Director 89,1995,82,3.0,68,1.0
2713,Movie 2713,Thriller,Director 381,1990,101,4.8,380,4.9
2714,Movie 2714,Thriller,Director 118,1999,151,4.0,212,3.5
2715,Movie 2715,Thriller,Director 54,2017,135,2.7,203,1.6
2716,Movie 2716,Action,Director 441,2003,97,1.2,726,1.2
2717,Movie 2717,Comedy,Director 116,1995,104,1.7,109,3.2
2718,Movie 2718,Sci-Fi,Director 118,2009,127,2.8,968,1.9
2719,Movie 2719,Comedy,Director 260,2013,163,4.3,284,2.2
2720,Movie 2720,Horror,Director 75,1980,110,2.5,941,2.0
2721,Movie 2721,Horror,Director 480,2003,109,3.2,937,3.6
2722,Movie 2722,Horror,Director 305,2003,159,4.6,606,3.2
2723,Movie 2723,Romance,Director 7,1988,145,4.7,225,1.3
2724,Movie 2724,Thriller,Director 366,2001,160,1.9,737,3.1
2725,Movie 2725,Romance,Director 122,1991,89,1.2,751,4.2
2726,Movie 2726,Action,Director 11,1996,150,2.2,118,1.3
2727,Movie 2727,Horror,Director 348,2004,138,3.8,932,4.6
2728,Movie 2728,Sci-Fi,Director 438,2007,130,4.8,603,3.3
2729,Movie 2729,Comedy,Director 489,1994,88,1.3,340,4.8
2730,Movie 2730,Thriller,Director 215,2009,133,1.1,801,1.6
2731,Movie 2731,Drama,Director 429,2006,141,4.5,281,5.0
2732,Movie 2732,Sci-Fi,Director 279,2001,160,4.0,491,3.6
2733,Movie 2733,Thriller,Director 498,1989,88,5.0,19,3.3
2734,Movie 2734,Romance,Director 28,2010,88,2.6,175,3.1
2735,Movie 2735,Romance,Director 235,2006,103,2.7,469,1.1
2736,Movie 2736,Sci-Fi,Director 367,1991,118,1.7,618,4.8
2737,Movie 2737,Romance,Director 313,2010,154,1.5,801,3.6
2738,Movie 2738,Horror,Director 26,2011,87,3.3,760,1.4
2739,Movie 2739,Action,Director 409,2011,104,2.5,835,1.1
2740,Movie 2740,Comedy,Director 54,2020,145,1.3,142,1.2
2741,Movie 2741,Action,Director 29,2024,89,4.5,463,3.4
2742,Movie 2742,Thriller,Director 467,2014,103,1.8,929,3.5
2743,Movie 2743,Comedy,Director 353,2000,159,4.0,298,3.0
2744,Movie 2744,Comedy,Director 164,1989,162,2.1,470,2.2
2745,Movie 2745,Action,Director 270,1995,138,4.3,705,3.1
2746,Movie 2746,Sci-Fi,Director 334,1986,110,1.5,863,3.1
2747,Movie 2747,Comedy,Director 35,1983,90,4.0,815,1.1
2748,Movie 2748,Action,Director 286,2006,85,1.4,803,2.1
2749,Movie 2749,Comedy,Director 348,2004,149,2.8,373,1.2
2750,Movie 2750,Drama,Director 273,2010,111,3.9,468,4.6
2751,Movie 2751,Sci-Fi,Director 451,1990,118,1.7,928,3.9
2752,Movie 2752,Horror,Director 208,1999,127,2.1,951,5.0
2753,Movie 2753,Comedy,Director 238,2015,92,4.5,438,2.2
2754,Movie 2754,Drama,Director 414,1996,138,4.5,844,4.5
2755,Movie 2755,Horror,Director 93,2024,146,1.2,947,3.4
2756,Movie 2756,Horror,Director 173,1990,135,1.7,720,2.8
2757,Movie 2757,Thriller,Director 79,2009,120,1.5,443,1.9
2758,Movie 2758,Comedy,Director 110,2014,135,1.7,456,4.0
2759,Movie 2759,Action,Director 217,2020,114,4.9,248,4.6
2760,Movie 2760,Comedy,Director 435,2017,117,3.2,142,1.9
2761,Movie 2761,Drama,Director 358,2001,160,2.9,402,1.7
2762,Movie 2762,Horror,Director 106,2022,146,4.9,896,3.8
2763,Movie 2763,Comedy,Director 47,2006,113,3.2,823,4.9
2764,Movie 2764,Action,Director 181,2016,155,3.6,222,4.0
2765,Movie 2765,Thriller,Director 64,2014,167,2.3,737,2.1
2766,Movie 2766,Comedy,Director 246,1983,149,2.5,866,2.7
2767,Movie 2767,Sci-Fi,Director 244,1995,90,3.4,184,2.5
2768,Movie 2768,Thriller,Director 422,1995,106,1.3,364,4.4
2769,Movie 2769,Action,Director 320,2000,127,2.0,817,4.1
2770,Movie 2770,Drama,Director 87,2005,103,1.8,994,3.4
2771,Movie 2771,Horror,Director 217,2015,97,1.1,188,2.1
2772,Movie 2772,Comedy,Director 490,1998,106,3.1,113,4.8
2773,Movie 2773,Action,Director 7,1996,133,3.2,181,3.6
2774,Movie 2774,Thriller,Director 278,2024,134,2.5,199,4.9
2775,Movie 2775,Sci-Fi,Director 337,2005,100,2.1,902,3.3
2776,Movie 2776,Action,Director 210,2001,138,3.6,70,4.3
2777,Movie 2777,Romance,Director 497,2007,113,1.5,598,4.3
2778,Movie 2778,Sci-Fi,Director 169,1980,176,3.1,904,2.3
2779,Movie 2779,Thriller,Director 330,2023,137,4.1,485,4.9
2780,Movie 2780,Drama,Director 138,2015,127,1.7,399,1.1
2781,Movie 2781,Horror,Director 441,2022,133,4.0,922,4.1
2782,Movie 2782,Thriller,Director 391,2016,97,4.0,551,4.9
2783,Movie 2783,Drama,Director 496,1981,82,1.2,643,2.4
2784,Movie 2784,Comedy,Director 381,1996,103,1.1,953,3.6
2785,Movie 2785,Action,Director 306,2019,80,4.9,10,3.2
2786,Movie 2786,Romance,Director 230,2017,85,1.8,3,4.0
2787,Movie 2787,Sci-Fi,Director 475,2000,98,4.3,478,4.5
2788,Movie 2788,Sci-Fi,Director 308,1988,165,3.2,814,3.4
2789,Movie 2789,Action,Director 161,1992,122,2.1,662,4.3
2790,Movie 2790,Romance,Director 1,1990,87,1.5,67,2.2
2791,Movie 2791,Action,Director 236,1995,148,3.0,705,1.9
2792,Movie 2792,Comedy,Director 437,1995,131,2.6,97,2.7
2793,Movie 2793,Drama,Director 188,1981,152,3.8,531,3.7
2794,Movie 2794,Thriller,Director 418,2021,126,4.6,996,1.7
2795,Movie 2795,Sci-Fi,Director 4,2023,164,4.2,318,3.7
2796,Movie 2796,Comedy,Director 401,1987,107,2.1,98,2.6
2797,Movie 2797,Drama,Director 132,2022,125,4.5,57,4.2
2798,Movie 2798,Comedy,Director 427,2021,83,4.3,863,1.1
2799,Movie 2799,Romance,Director 218,1992,167,4.7,107,3.7
2800,Movie 2800,Sci-Fi,Director 260,1996,87,2.8,88,3.6
2801,Movie 2801,Thriller,Director 1,2018,140,4.1,972,4.8
2802,Movie 2802,Action,Director 71,2003,96,3.4,653,3.9
2803,Movie 2803,Action,Director 478,1982,113,2.2,656,4.2
2804,Movie 2804,Drama,Director 178,2009,99,5.0,912,4.6
2805,Movie 2805,Thriller,Director 457,1992,159,1.2,371,3.7
2806,Movie 2806,Horror,Director 189,1998,153,1.6,375,2.2
2807,Movie 2807,Romance,Director 291,1986,113,4.6,52,4.5
2808,Movie 2808,Drama,Director 8,1988,122,1.2,724,4.0
2809,Movie 2809,Horror,Director 253,1998,89,4.5,41,2.7
2810,Movie 2810,Comedy,Director 408,2024,173,3.9,816,3.8
2811,Movie 2811,Romance,Director 467,2019,109,1.1,91,4.5
2812,Movie 2812,Comedy,Director 292,2001,104,2.7,39,4.9
2813,Movie 2813,Thriller,Director 434,1997,136,4.0,13,4.8
2814,Movie 2814,Sci-Fi,Director 244,2002,142,3.3,900,2.3
2815,Movie 2815,Romance,Director 123,1981,150,4.7,608,2.7
2816,Movie 2816,Horror,Director 299,1990,126,4.5,621,1.4
2817,Movie 2817,Sci-Fi,Director 283,2010,163,2.3,104,2.0
2818,Movie 2818,Action,Director 32,2012,160,1.3,866,4.5
2819,Movie 2819,Horror,Director 334,1993,82,4.8,743,2.4
2820,Movie 2820,Drama,Director 377,1995,125,3.1,43,3.5
2821,Movie 2821,Action,Director 146,1990,115,1.3,209,3.7
2822,Movie 2822,Action,Director 156,2012,105,4.3,600,4.1
2823,Movie 2823,Drama,Director 413,1986,89,4.5,605,1.7
2824,Movie 2824,Romance,Director 16,2010,113,3.6,686,2.2
2825,Movie 2825,Action,Director 355,1993,157,2.8,476,2.8
2826,Movie 2826,Thriller,Director 47,2007,87,3.6,638,2.5
2827,Movie 2827,Horror,Director 251,2022,134,3.8,109,4.9
2828,Movie 2828,Sci-Fi,Director 187,1995,170,4.6,559,4.3
2829,Movie 2829,Action,Director 31,1998,89,4.8,214,2.9
2830,Movie 2830,Horror,Director 260,1996,136,3.1,604,4.5
2831,Movie 2831,Comedy,Director 421,2005,158,4.2,693,2.4
2832,Movie 2832,Horror,Director 17,1985,165,4.9,409,4.1
2833,Movie 2833,Sci-Fi,Director 39,2022,124,1.6,553,1.9
2834,Movie 2834,Horror,Director 304,1988,129,1.1,771,4.1
2835,Movie 2835,Drama,Director 430,1996,143,4.5,633,2.8
2836,Movie 2836,Sci-Fi,Director 474,2010,174,1.8,77,1.4
2837,Movie 2837,Romance,Director 432,1991,81,1.2,95,2.1
2838,Movie 2838,Comedy,Director 39,2002,124,1.6,269,2.6
2839,Movie 2839,Drama,Director 489,1984,174,2.5,361,4.0
2840,Movie 2840,Romance,Director 132,2022,141,1.9,530,1.3
2841,Movie 2841,Horror,Director 30,2015,93,2.2,805,3.6
2842,Movie 2842,Sci-Fi,Director 158,2015,153,4.9,683,3.9
2843,Movie 2843,Comedy,Director 278,1982,173,3.8,162,3.6
2844,Movie 2844,Drama,Director 203,2003,179,3.8,465,4.0
2845,Movie 2845,Romance,Director 66,1996,94,1.4,823,1.7
2846,Movie 2846,Romance,Director 108,2018,93,3.9,564,3.3
2847,Movie 2847,Comedy,Director 268,2005,110,4.0,981,4.8
2848,Movie 2848,Thriller,Director 222,1983,108,3.6,548,3.4
2849,Movie 2849,Horror,Director 292,2024,106,1.9,950,3.4
2850,Movie 2850,Comedy,Director 18,1991,164,2.7,187,3.9
2851,Movie 2851,Romance,Director 90,1980,88,4.4,882,2.3
2852,Movie 2852,Action,Director 181,2000,99,3.7,760,3.8
2853,Movie 2853,Drama,Director 255,1998,178,3.9,52,4.7
2854,Movie 2854,Comedy,Director 455,2000,137,3.3,488,1.0
2855,Movie 2855,Thriller,Director 253,1997,158,2.8,531,4.5
2856,Movie 2856,Romance,Director 257,2022,167,4.0,396,1.9
2857,Movie 2857,Horror,Director 383,1982,128,1.3,92,2.8
2858,Movie 2858,Romance,Director 442,2023,136,3.7,651,4.4
2859,Movie 2859,Horror,Director 346,2011,95,5.0,816,4.3
2860,Movie 2860,Comedy,Director 87,1989,179,4.1,357,4.6
2861,Movie 2861,Horror,Director 90,2019,154,2.2,732,4.8
2862,Movie 2862,Sci-Fi,Director 237,1994,87,2.1,611,2.8
2863,Movie 2863,Sci-Fi,Director 390,1984,146,3.7,748,3.6
2864,Movie 2864,Sci-Fi,Director 70,1983,98,4.6,719,2.6
2865,Movie 2865,Thriller,Director 44,2007,146,3.3,144,2.4
2866,Movie 2866,Thriller,Director 200,1983,115,3.1,199,2.7
2867,Movie 2867,Action,Director 152,1994,168,1.6,815,4.0
2868,Movie 2868,Thriller,Director 86,1996,139,3.9,323,3.0
2869,Movie 2869,Comedy,Director 19,2023,115,3.8,799,4.3
2870,Movie 2870,Romance,Director 101,1982,90,4.9,332,4.0
2871,Movie 2871,Romance,Director 402,1989,130,2.2,264,1.1
2872,Movie 2872,Action,Director 95,2021,159,4.0,217,3.5
2873,Movie 2873,Thriller,Director 254,2002,134,2.7,701,2.7
2874,Movie 2874,Horror,Director 357,1997,133,3.2,556,2.8
2875,Movie 2875,Action,Director 30,1980,96,4.3,434,4.3
2876,Movie 2876,Horror,Director 249,2014,141,1.9,803,3.2
